price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
4.566365125868969,1.0467262882352133,1.4034193573588298,1.4218117367065486,1.3782169202337835,0.40562287229631716,-0.4653147935998351,-0.7345393267884778,-0.21926450482675733,1.4726182978500542,1.5176924895404067,1.8049411347742066,-1.406285730710011
4.004484046345774,1.7570095257333957,1.4034193573588298,5.405808633904846,2.53202371213457,0.40562287229631716,-0.4653147935998351,-0.7345393267884778,-0.21926450482675733,1.4726182978500542,2.679409353022881,-0.554034688851555,-1.406285730710011
4.004484046345774,2.218232407225722,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.40562287229631716,-0.4653147935998351,1.3613974957231472,-0.21926450482675733,-0.6790625931104808,1.5176924895404067,1.8049411347742066,-0.0916618486569131
3.985754677028334,1.0836241187545992,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.40562287229631716,-0.4653147935998351,1.3613974957231472,-0.21926450482675733,1.4726182978500542,2.679409353022881,1.8049411347742066,-1.406285730710011
3.554979182727218,1.0467262882352133,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.40562287229631716,2.1490827580693415,1.3613974957231472,-0.21926450482675733,1.4726182978500542,1.5176924895404067,-0.554034688851555,-1.406285730710011
3.255309273648181,1.0836241187545992,0.047278311684073836,3.4138101853056977,-0.9293966635677897,0.40562287229631716,-0.4653147935998351,1.3613974957231472,-0.21926450482675733,1.4726182978500542,1.5176924895404067,1.8049411347742066,-0.0916618486569131
2.880721887299385,1.5817448307663118,1.4034193573588298,3.4138101853056977,2.53202371213457,0.40562287229631716,-0.4653147935998351,-0.7345393267884778,-0.21926450482675733,1.4726182978500542,1.5176924895404067,1.8049411347742066,-0.0916618486569131
2.880721887299385,5.096263187737839,2.7595604030335856,3.4138101853056977,0.22441012833299692,0.40562287229631716,-0.4653147935998351,-0.7345393267884778,-0.21926450482675733,-0.6790625931104808,-0.8057412374245417,-0.554034688851555,1.2229620333961848
2.7308869327598666,1.3603578476499951,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.40562287229631716,2.1490827580693415,1.3613974957231472,-0.21926450482675733,1.4726182978500542,1.5176924895404067,1.8049411347742066,-1.406285730710011
2.6934281941249867,0.2764840761430282,0.047278311684073836,1.4218117367065486,2.53202371213457,0.40562287229631716,2.1490827580693415,-0.7345393267884778,-0.21926450482675733,1.4726182978500542,0.35597562605793237,1.8049411347742066,1.2229620333961848
2.6934281941249867,3.712594543260859,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.40562287229631716,-0.4653147935998351,1.3613974957231472,-0.21926450482675733,1.4726182978500542,1.5176924895404067,1.8049411347742066,-1.406285730710011
2.6297483384456917,0.39178979651610985,1.4034193573588298,3.4138101853056977,0.22441012833299692,0.40562287229631716,2.1490827580693415,1.3613974957231472,4.560701700396552,-0.6790625931104808,1.5176924895404067,-0.554034688851555,-0.0916618486569131
